"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 07:00","2021","01","19","07:00","-4.4","","-9.6","","67","","0.0","","23","","7","","","","93.65","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 08:00","2021","01","19","08:00","-4.0","","-8.9","","69","","0.0","","20","","9","","","","93.44","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 09:00","2021","01","19","09:00","-2.6","","-9.7","","58","","0.0","","20","","13","","","","93.20","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 10:00","2021","01","19","10:00","-2.2","","-9.4","","58","","0.0","","21","","15","","","","93.02","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 11:00","2021","01","19","11:00","-1.1","","-9.0","","55","","0.0","","22","","16","","","","92.86","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 12:00","2021","01","19","12:00","0.2","","-7.5","","56","","0.0","","22","","11","","","","92.70","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 13:00","2021","01","19","13:00","2.0","","-6.4","","54","","0.0","","23","","9","","","","92.49","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 14:00","2021","01","19","14:00","2.5","","-5.2","","57","","0.0","","22","","11","","","","92.30","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 15:00","2021","01","19","15:00","2.1","","-4.3","","63","","0.0","","20","","7","","","","92.20","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 16:00","2021","01","19","16:00","3.5","","-4.1","","57","","0.0","","22","","10","","","","91.99","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 17:00","2021","01","19","17:00","3.8","","-4.3","","55","","0.0","","24","","5","","","","91.95","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 18:00","2021","01","19","18:00","3.2","","-4.4","","58","","0.0","","23","","6","","","","91.88","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 19:00","2021","01","19","19:00","4.6","","-5.0","","50","","0.0","","28","","10","","","","91.90","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 20:00","2021","01","19","20:00","3.0","","-3.8","","61","","0.0","","30","","39","","","","92.17","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 21:00","2021","01","19","21:00","2.9","","-8.2","","44","","0.0","","30","","38","","","","92.18","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 22:00","2021","01","19","22:00","1.8","","-9.3","","44","","0.0","","30","","34","","","","92.24","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 23:00","2021","01","19","23:00","1.8","","-9.9","","42","","0.0","","30","","36","","","","92.35","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 00:00","2021","01","20","00:00","0.9","","-9.0","","47","","0.0","","29","","31","","","","92.39","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 01:00","2021","01","20","01:00","0.6","","-9.1","","48","","0.0","","30","","30","","","","92.44","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 02:00","2021","01","20","02:00","0.5","","-9.7","","47","","0.0","","30","","32","","","","92.50","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 03:00","2021","01","20","03:00","0.2","","-9.9","","47","","0.0","","29","","28","","","","92.56","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 04:00","2021","01","20","04:00","-0.1","","-9.9","","48","","0.0","","29","","23","","","","92.61","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 05:00","2021","01","20","05:00","-0.4","","-9.7","","49","","0.0","","29","","25","","","","92.63","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 06:00","2021","01","20","06:00","-0.7","","-9.8","","50","","0.0","","28","","18","","","","92.69","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 07:00","2021","01","20","07:00","-0.4","","-9.9","","49","","0.0","","29","","20","","","","92.69","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 08:00","2021","01","20","08:00","-0.5","","-9.8","","50","","0.0","","29","","22","","","","92.72","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 09:00","2021","01","20","09:00","-0.2","","-9.8","","48","","0.0","","29","","25","","","","92.76","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 10:00","2021","01","20","10:00","0.4","","-9.8","","46","","0.0","","29","","28","","","","92.78","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 11:00","2021","01","20","11:00","0.9","","-9.5","","46","","0.0","","29","","28","","","","92.81","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 12:00","2021","01","20","12:00","1.5","","-9.2","","45","","0.0","","30","","30","","","","92.87","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 13:00","2021","01","20","13:00","1.6","","-8.7","","46","","0.0","","30","","32","","","","92.90","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 14:00","2021","01","20","14:00","1.5","","-7.9","","50","","0.0","","31","","31","","","","92.96","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 15:00","2021","01","20","15:00","1.2","","-7.8","","51","","0.0","","30","","30","","","","93.02","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 16:00","2021","01","20","16:00","1.3","","-7.9","","50","","0.0","","30","","25","","","","93.08","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 17:00","2021","01","20","17:00","0.3","","-7.9","","54","","0.0","","31","","24","","","","93.16","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 18:00","2021","01","20","18:00","0.2","","-7.6","","56","","0.0","","31","","27","","","","93.24","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 19:00","2021","01","20","19:00","0.0","","-7.4","","57","","0.0","","31","","29","","","","93.34","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 20:00","2021","01","20","20:00","-0.3","","-7.0","","61","","0.0","","32","","25","","","","93.44","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 21:00","2021","01","20","21:00","-0.8","","-7.1","","62","","0.0","","33","","26","","","","93.55","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 22:00","2021","01","20","22:00","-3.0","","-7.8","","69","","0.0","","35","","17","","","","93.64","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-20 23:00","2021","01","20","23:00","-4.1","","-8.9","","69","","0.0","","35","","19","","","","93.72","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 00:00","2021","01","21","00:00","-5.1","","-9.4","","71","","0.0","","35","","12","","","","93.81","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 01:00","2021","01","21","01:00","-5.8","","-9.9","","73","","0.0","","33","","7","","","","93.89","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 02:00","2021","01","21","02:00","-6.7","","-10.3","","75","","0.0","","32","","9","","","","93.95","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 03:00","2021","01","21","03:00","-7.5","","-10.6","","78","","0.0","","26","","5","","","","93.99","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 04:00","2021","01","21","04:00","-7.7","","-10.1","","83","","0.0","","27","","4","","","","94.03","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 05:00","2021","01","21","05:00","-8.4","","-10.0","","88","","0.0","","23","","3","","","","94.01","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 06:00","2021","01","21","06:00","-7.3","","-9.6","","84","","0.0","","24","","6","","","","94.00","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 07:00","2021","01","21","07:00","-7.1","","-9.8","","81","","0.0","","22","","6","","","","93.98","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 08:00","2021","01","21","08:00","-7.0","","-9.6","","82","","0.0","","21","","6","","","","93.97","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 09:00","2021","01","21","09:00","-6.5","","-9.0","","83","","0.0","","21","","5","","","","93.98","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 10:00","2021","01","21","10:00","-4.3","","-7.0","","81","","0.0","","27","","5","","","","94.00","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 11:00","2021","01","21","11:00","-2.9","","-5.5","","82","","0.0","","30","","13","","","","94.02","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 12:00","2021","01","21","12:00","-2.1","","-6.9","","70","","0.0","","29","","13","","","","94.01","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 13:00","2021","01","21","13:00","-1.6","","-6.6","","69","","0.0","","30","","10","","","","93.98","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 14:00","2021","01","21","14:00","-1.6","","-6.5","","69","","0.0","","31","","15","","","","93.98","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 15:00","2021","01","21","15:00","-1.5","","-6.9","","67","","0.0","","31","","15","","","","94.00","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 16:00","2021","01","21","16:00","-1.7","","-6.6","","70","","0.0","","30","","12","","","","94.01","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 17:00","2021","01","21","17:00","-2.1","","-6.7","","70","","0.0","","31","","11","","","","94.03","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 18:00","2021","01","21","18:00","-2.5","","-6.2","","76","","0.0","","31","","14","","","","94.03","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 19:00","2021","01","21","19:00","-3.0","","-6.2","","79","","0.0","","31","","8","","","","94.05","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 20:00","2021","01","21","20:00","-3.2","","-6.0","","81","","0.0","","32","","8","","","","94.06","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 21:00","2021","01","21","21:00","-3.4","","-6.2","","81","","0.0","","29","","6","","","","94.05","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 22:00","2021","01","21","22:00","-3.7","","-6.3","","82","","0.0","","33","","4","","","","94.03","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-21 23:00","2021","01","21","23:00","-3.7","","-6.6","","80","","0.0","","32","","6","","","","94.01","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 00:00","2021","01","22","00:00","-3.8","","-7.4","","76","","0.0","","35","","4","","","","94.00","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 01:00","2021","01","22","01:00","-4.0","","-7.6","","76","","0.0","","6","","4","","","","93.94","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 02:00","2021","01","22","02:00","-4.7","","-7.6","","80","","0.0","","19","","2","","","","93.88","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 03:00","2021","01","22","03:00","-4.6","","-7.0","","83","","0.0","","23","","6","","","","93.83","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 04:00","2021","01","22","04:00","-4.5","","-6.9","","84","","0.0","","22","","4","","","","93.78","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 05:00","2021","01","22","05:00","-4.6","","-7.1","","83","","0.0","","24","","4","","","","93.71","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 06:00","2021","01","22","06:00","-4.5","","-6.9","","83","","0.0","","26","","8","","","","93.67","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 07:00","2021","01","22","07:00","-4.6","","-6.2","","89","","0.0","","28","","12","","","","93.65","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 08:00","2021","01","22","08:00","-4.6","","-6.1","","89","","0.0","","27","","9","","","","93.60","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 09:00","2021","01","22","09:00","-4.3","","-6.4","","85","","0.0","","27","","14","","","","93.57","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 10:00","2021","01","22","10:00","-3.8","","-7.1","","78","","0.0","","27","","17","","","","93.54","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 11:00","2021","01","22","11:00","-4.0","","-7.9","","74","","0.0","","28","","15","","","","93.52","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 12:00","2021","01","22","12:00","-3.9","","-9.0","","68","","0.0","","28","","17","","","","93.47","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 13:00","2021","01","22","13:00","-3.7","","-9.8","","63","","0.0","","31","","22","","","","93.44","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 14:00","2021","01","22","14:00","-4.1","","-9.8","","64","","0.0","","30","","22","","","","93.42","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 15:00","2021","01","22","15:00","-4.2","","-9.8","","65","","0.0","","31","","18","","","","93.41","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 16:00","2021","01","22","16:00","-4.0","","-9.9","","64","","0.0","","31","","15","","","","93.41","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 17:00","2021","01","22","17:00","-4.1","","-9.7","","65","","0.0","","30","","14","","","","93.43","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 18:00","2021","01","22","18:00","-4.4","","-10.0","","65","","0.0","","30","","16","","","","93.43","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 19:00","2021","01","22","19:00","-5.1","","-10.2","","67","","0.0","","30","","15","","","","93.45","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 20:00","2021","01","22","20:00","-5.2","","-9.9","","70","","0.0","","30","","18","","","","93.45","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 21:00","2021","01","22","21:00","-5.8","","-10.8","","68","","0.0","","31","","20","","","","93.48","","","","-13","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 22:00","2021","01","22","22:00","-6.3","","-10.7","","71","","0.0","","32","","20","","","","93.52","","","","-13","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-22 23:00","2021","01","22","23:00","-7.3","","-10.7","","77","","0.0","","33","","18","","","","93.56","","","","-14","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 00:00","2021","01","23","00:00","-10.0","","-12.4","","83","","0.0","","4","","9","","","","93.64","","","","-15","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 01:00","2021","01","23","01:00","-11.0","","-13.8","","80","","0.0","","3","","12","","","","93.66","","","","-17","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 02:00","2021","01","23","02:00","-12.6","","-15.3","","80","","0.0","","3","","12","","","","93.71","","","","-19","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 03:00","2021","01","23","03:00","-13.7","","-16.6","","79","","0.0","","3","","14","","","","93.76","","","","-21","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 04:00","2021","01","23","04:00","-14.3","","-17.3","","78","","0.0","","5","","13","","","","93.79","","","","-21","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 05:00","2021","01","23","05:00","-16.0","","-19.0","","77","","0.0","","4","","13","","","","93.81","","","","-24","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 06:00","2021","01","23","06:00","-16.9","","-20.1","","76","","0.2","","5","","12","","","","93.80","","","","-24","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 07:00","2021","01","23","07:00","-17.9","","-20.8","","78","","0.0","","5","","15","","","","93.83","","","","-26","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 08:00","2021","01","23","08:00","-19.4","","-22.7","","75","","0.2","","3","","16","","","","93.85","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 09:00","2021","01","23","09:00","-19.9","","-22.9","","77","","0.0","","4","","12","","","","93.91","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 10:00","2021","01","23","10:00","-20.6","","-23.8","","76","","0.0","","3","","14","","","","93.94","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 11:00","2021","01","23","11:00","-20.5","","-23.9","","74","","0.2","","4","","12","","","","93.96","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 12:00","2021","01","23","12:00","-20.2","","-23.5","","74","","0.0","","4","","10","","","","93.95","","","","-27","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 13:00","2021","01","23","13:00","-19.6","","-23.1","","74","","0.0","","5","","8","","","","93.92","","","","-26","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 14:00","2021","01","23","14:00","-19.2","","-23.0","","72","","0.0","","6","","7","","","","93.88","","","","-25","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 15:00","2021","01","23","15:00","-19.7","","-23.2","","74","","0.0","","5","","10","","","","93.85","","","","-27","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 16:00","2021","01","23","16:00","-19.8","","-23.0","","76","","0.0","","7","","10","","","","93.82","","","","-27","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 17:00","2021","01","23","17:00","-20.3","","-23.6","","75","","0.0","","8","","8","","","","93.80","","","","-27","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 18:00","2021","01","23","18:00","-20.3","","-23.3","","77","","0.0","","9","","8","","","","93.77","","","","-27","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 19:00","2021","01","23","19:00","-20.1","","-23.8","","72","","0.0","","14","","11","","","","93.75","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 20:00","2021","01","23","20:00","-20.2","","-24.2","","70","","0.0","","15","","13","","","","93.69","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 21:00","2021","01","23","21:00","-20.3","","-24.8","","68","","0.0","","13","","12","","","","93.65","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 22:00","2021","01","23","22:00","-20.3","","-24.5","","69","","0.0","","13","","12","","","","93.60","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-23 23:00","2021","01","23","23:00","-20.5","","-24.0","","73","","0.0","","13","","10","","","","93.53","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 00:00","2021","01","24","00:00","-20.5","","-23.8","","75","","0.0","","13","","13","","","","93.49","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 01:00","2021","01","24","01:00","-20.7","","-24.2","","73","","0.0","","13","","11","","","","93.44","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 02:00","2021","01","24","02:00","-21.1","","-24.6","","73","","0.0","","13","","12","","","","93.41","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 03:00","2021","01","24","03:00","-21.0","","-24.3","","75","","0.0","","12","","10","","","","93.38","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 04:00","2021","01","24","04:00","-20.4","","-23.8","","74","","0.0","","12","","12","","","","93.32","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 05:00","2021","01","24","05:00","-19.4","","-22.8","","75","","0.0","","14","","15","","","","93.29","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 06:00","2021","01","24","06:00","-19.1","","-22.5","","74","","0.0","","13","","13","","","","93.28","","","","-27","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 07:00","2021","01","24","07:00","-18.8","","-22.3","","74","","0.0","","14","","16","","","","93.24","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 08:00","2021","01","24","08:00","-18.5","","-22.0","","74","","0.0","","14","","16","","","","93.24","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 09:00","2021","01","24","09:00","-18.3","","-21.8","","74","","0.0","","15","","14","","","","93.25","","","","-27","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 10:00","2021","01","24","10:00","-18.1","","-21.6","","74","","0.2","","14","","12","","","","93.28","","","","-26","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 11:00","2021","01","24","11:00","-17.6","","-21.4","","72","","0.0","","16","","16","","","","93.29","","","","-26","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 12:00","2021","01","24","12:00","-16.7","","-20.8","","70","","0.0","","15","","18","","","","93.24","","","","-26","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 13:00","2021","01","24","13:00","-16.0","","-20.5","","68","","0.0","","15","","20","","","","93.20","","","","-25","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 14:00","2021","01","24","14:00","-15.8","","-20.5","","67","","0.0","","15","","19","","","","93.21","","","","-25","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 15:00","2021","01","24","15:00","-16.4","","-20.9","","69","","0.0","","15","","21","","","","93.21","","","","-26","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 16:00","2021","01","24","16:00","-16.9","","-21.2","","70","","0.0","","15","","18","","","","93.25","","","","-26","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 17:00","2021","01","24","17:00","-17.4","","-21.5","","70","","0.0","","14","","14","","","","93.29","","","","-26","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 18:00","2021","01","24","18:00","-17.9","","-21.9","","71","","0.0","","14","","12","","","","93.34","","","","-25","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 19:00","2021","01","24","19:00","-18.4","","-22.3","","71","","0.0","","14","","16","","","","93.38","","","","-27","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 20:00","2021","01","24","20:00","-18.7","","-22.7","","71","","0.0","","14","","18","","","","93.40","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 21:00","2021","01","24","21:00","-18.7","","-22.6","","71","","0.0","","15","","16","","","","93.44","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 22:00","2021","01","24","22:00","-19.2","","-22.9","","72","","0.0","","14","","18","","","","93.48","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-24 23:00","2021","01","24","23:00","-19.6","","-22.9","","75","","0.0","","13","","17","","","","93.52","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25 00:00","2021","01","25","00:00","-20.0","","-23.0","","77","","0.0","","13","","16","","","","93.56","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25 01:00","2021","01","25","01:00","-20.1","","-23.0","","78","","0.0","","13","","14","","","","93.57","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25 02:00","2021","01","25","02:00","-20.2","","-22.7","","80","","0.0","","13","","13","","","","93.63","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25 03:00","2021","01","25","03:00","-19.9","","-22.6","","79","","0.0","","13","","12","","","","93.63","","","","-28","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25 04:00","2021","01","25","04:00","-20.3","","-23.0","","79","","0.0","","13","","13","","","","93.64","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25 05:00","2021","01","25","05:00","-20.8","","-23.2","","81","","0.0","","15","","15","","","","93.67","","","","-30","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25 06:00","2021","01","25","06:00","-20.9","","-23.1","","82","","0.0","","13","","11","","","","93.70","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25 07:00","2021","01","25","07:00","-21.0","","-23.5","","80","","0.0","","13","","13","","","","93.73","","","","-30","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25 08:00","2021","01","25","08:00","-20.6","","-23.1","","80","","0.0","","12","","12","","","","93.79","","","","-29","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-25 09:00","2021","01","25","09:00","-20.6","","-23.2","","80","","0.0","","12","","10","","","","93.83","","","","-28","","NA"
